,CROSS,W14,RSI,MDI,PDI,NATR,AROON,ACTION
498,0.0,-67.67291910902695,29.519677422799838,33.766768086595405,11.726342010026555,9.251002198198586,-64.28571428571429,0.0
499,0.0,-67.97073791348598,28.83744150666968,33.2324729889587,11.395751966914872,8.950445581897208,-57.142857142857146,0.0
500,0.0,-64.10086264100859,30.19477208990637,33.25441762307089,10.951205402422193,8.564462689924525,-50.0,0.0
501,0.0,-77.14486638537271,27.00022936337647,35.09437914491112,10.09155672655133,9.14186502030202,-42.85714285714286,0.0
502,0.0,-80.33109972408356,25.966130491449967,35.30286466802947,9.295051919171055,9.41134418853706,-35.714285714285715,0.0
503,0.0,-74.93212669683255,27.06190067389853,33.927048662810414,8.932807061140629,9.023934335463489,-28.571428571428573,0.0
504,0.0,-71.03700319780718,28.714628828423837,33.15803472290427,8.472739952031402,8.737150150675694,-21.42857142857143,0.0
505,0.0,-69.34673366834173,29.510183053725935,31.787594490972044,8.55211606120719,8.419989254338892,14.285714285714286,0.0
506,0.0,-72.04202832343533,28.9552611987683,30.57208546511307,8.225096214973055,8.195592865607317,14.285714285714286,0.0
507,0.0,-90.27443428021189,26.2684154299898,32.04878762688267,7.8782272010829875,8.28593568518997,14.285714285714286,0.0
508,0.0,-91.33365430909969,26.076040709790377,31.94810034789467,7.600064975101725,8.001013373854688,-50.0,0.0
509,0.0,-75.56536127964704,32.44528012106844,30.34775420699818,9.143951720089733,7.535245132833192,-50.0,0.0
510,0.0,-84.71953578336566,30.247010459107138,29.091004069908404,8.647970169716649,7.616497809107734,-42.85714285714286,0.0
511,0.0,-83.86581469648569,29.87663127316481,28.736808010492016,8.388415629643788,7.328017302734098,-35.714285714285715,0.0
512,0.0,-94.69901168014367,28.08812600131947,28.91410693694447,8.09144221831357,7.230142660185243,-100.0,0.0
513,0.0,-97.33455882352938,27.707622775257136,28.1513707534807,7.852429071965079,6.954980047901193,-100.0,0.0
514,0.0,-68.27906976744178,35.098237637191886,26.66062522880064,9.237995864087765,6.546576242326625,-100.0,0.0
515,1.0,-20.640569395017803,50.20024280043111,22.48956165739356,22.802911207146565,6.491311179685249,7.142857142857143,0.0
516,1.0,-28.825622775800753,48.3982648226654,21.11648431909081,21.41070263043696,6.515651581188626,7.142857142857143,0.0
517,1.0,-11.336453458138294,58.284244894570605,18.370551224770786,29.131074422851288,6.370221106918522,21.42857142857143,0.0
518,1.0,-20.52421146157266,59.28512798366342,15.875446556244754,29.25406779479229,6.7770324027411855,28.571428571428573,0.0
519,1.0,-45.979564637938665,50.40156330482485,14.665396986108917,27.024280302868885,7.306231069763089,28.571428571428573,0.0
520,1.0,-41.18169702354504,51.8655964807628,14.530966082489666,26.089105801758777,6.932780192538539,28.571428571428573,0.0
521,1.0,-20.435362061306023,57.68236907111699,13.589622187583656,29.06330171673439,6.504249606506902,28.571428571428573,0.0
522,1.0,-26.921368280764128,55.42724499341604,12.929345264657302,27.65120746107962,6.459357362731801,28.571428571428573,0.0
523,1.0,-25.588627276765884,55.809549017158254,12.231627962881445,27.592667935083337,6.317359952240488,28.571428571428573,0.0
524,1.0,-1.4016644765659554,62.46609652014556,11.16634028010044,30.016217077031605,6.0115638157812405,71.42857142857143,0.0
525,1.0,-8.073022312373203,62.62399101434168,10.378671450455478,30.321188241766894,5.995749440219568,78.57142857142857,0.0
526,1.0,-9.574036511156187,61.93191639782254,9.916723362093668,28.97161137039112,5.851015995002002,78.57142857142857,0.0
527,1.0,-32.454361054766736,52.421793714856534,16.528667066256055,25.82205720891515,6.507505864267083,78.57142857142857,0.0
528,1.0,-35.96127247579527,52.69917419694002,15.676479176334551,24.490719094468982,6.355946079247242,78.57142857142857,0.0
529,1.0,-37.585421412300626,54.41634277769185,14.760849956921387,25.12973097467055,6.179458967549153,71.42857142857143,0.0
530,1.0,-40.19801980198019,55.161366653989575,13.799760809735345,25.796379165259037,6.101049444263803,64.28571428571429,0.0
531,0.0,-83.03703703703691,46.877875472116315,21.44276076501107,23.21885886998244,6.695530691821991,57.142857142857146,0.0
532,0.0,-59.5555555555556,51.71274641793489,20.370126352099078,22.05737843724222,6.29608201551046,-42.85714285714286,0.0
533,0.0,-77.48148148148145,48.112685602971155,19.62324425699826,21.248632299153517,6.250108469528751,-42.85714285714286,0.0
534,0.0,-69.48148148148142,49.79254717575892,18.708369848303995,20.909528433332206,6.007423174116214,-42.85714285714286,0.0
535,1.0,-9.47982498784633,65.80113255842089,14.848746857568914,34.97386162818202,5.973537483927835,28.571428571428573,0.0
536,1.0,-49.12280701754386,57.436203026583044,12.600138075147935,34.13356546997998,6.981099884778219,35.714285714285715,0.0
537,1.0,-37.617299061607476,59.95032634170868,13.40830259750357,31.830738212834003,6.741299316636687,35.714285714285715,0.0
538,1.0,-42.4316605467156,58.3959836579673,12.88809048431388,31.06605273952145,6.595875717106468,35.714285714285715,0.0
539,1.0,-51.937984496124024,55.344651567495696,13.947902100215137,29.053864377603748,6.718883827081118,35.714285714285715,0.0
540,1.0,-63.28029375764995,51.86260643818193,17.206658533716393,27.361618603763528,6.836517298800869,35.714285714285715,0.0
541,1.0,-68.5842513259894,50.269849296965006,17.13373943983113,26.644849809130672,6.617853863097,35.714285714285715,0.0
542,0.0,-64.17788657690737,51.59971631578004,16.096713820601945,27.274784469485986,6.459644247256089,35.714285714285715,0.0
543,0.0,-74.01060791513666,48.48395318574206,17.980641790526246,25.655347201828405,6.559019845493054,35.714285714285715,2.0
544,0.0,-78.82496940024478,46.98788073507104,17.31629666428646,24.70743860801479,6.413887792776637,35.714285714285715,2.0
545,0.0,-92.59585720581755,44.85317895544571,19.78329614585342,23.57563319959206,6.371101867882692,35.714285714285715,2.0
546,0.0,-100.0,39.949454656516295,23.039404066435214,22.02876609782648,6.678915747403676,-71.42857142857143,2.0
547,0.0,-88.3104439476206,37.453399771554075,28.933206573032095,19.87215281213167,7.095310673616755,-78.57142857142857,2.0
548,0.0,-83.45576493133187,40.00986643550452,26.447422198155902,18.164845091818655,7.064316052585149,-78.57142857142857,2.0
549,0.0,-78.3455764931332,42.666349774288285,24.886357560929874,19.23903256014112,6.8281628817406474,-78.57142857142857,2.0
550,0.0,-77.49251176722298,40.81717280326112,23.663390443505936,18.18800386429091,6.840160905548899,-78.57142857142857,2.0
