"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 25, 2018","0.008935","0.008825","0.009045","0.008529","13.43K","1.24%"
"Sep 24, 2018","0.008825","0.009160","0.009165","0.008679","18.50K","-3.66%"
"Sep 23, 2018","0.009160","0.009030","0.009406","0.008960","16.49K","1.44%"
"Sep 22, 2018","0.009030","0.009027","0.009140","0.008718","10.88K","0.03%"
"Sep 21, 2018","0.009027","0.008709","0.009244","0.008570","26.45K","3.64%"
"Sep 20, 2018","0.008709","0.008510","0.008808","0.008347","10.78K","2.34%"
"Sep 19, 2018","0.008510","0.008533","0.008620","0.008311","10.22K","-0.27%"
"Sep 18, 2018","0.008533","0.008317","0.008704","0.008107","12.71K","2.60%"
"Sep 17, 2018","0.008317","0.008740","0.008861","0.008259","14.47K","-4.84%"
"Sep 16, 2018","0.008740","0.008680","0.008829","0.008511","7.16K","0.69%"
"Sep 15, 2018","0.008680","0.008692","0.008951","0.008595","10.01K","-0.14%"
"Sep 14, 2018","0.008692","0.008395","0.008999","0.008216","20.28K","3.54%"
"Sep 13, 2018","0.008395","0.008173","0.008489","0.008150","15.28K","2.66%"
"Sep 12, 2018","0.008178","0.008256","0.008270","0.007585","21.79K","-0.95%"
"Sep 11, 2018","0.008256","0.008610","0.008615","0.008020","16.71K","-4.11%"
"Sep 10, 2018","0.008610","0.008755","0.008892","0.008482","10.73K","-1.66%"
"Sep 09, 2018","0.008755","0.008576","0.008870","0.008486","6.41K","2.08%"
"Sep 08, 2018","0.008576","0.008705","0.008862","0.008475","16.31K","-1.48%"
"Sep 07, 2018","0.008705","0.008832","0.008981","0.008680","6.48K","-1.44%"
"Sep 06, 2018","0.008832","0.008617","0.008864","0.008513","10.06K","2.50%"
"Sep 05, 2018","0.008617","0.009185","0.009247","0.008550","17.36K","-6.19%"
"Sep 04, 2018","0.009185","0.009003","0.009401","0.008990","12.61K","1.98%"
"Sep 03, 2018","0.009006","0.009064","0.009084","0.008894","5.36K","-0.66%"
"Sep 02, 2018","0.009066","0.009233","0.009261","0.008891","21.11K","-1.81%"
"Sep 01, 2018","0.009233","0.008857","0.009375","0.008840","14.21K","4.29%"
"Aug 31, 2018","0.008853","0.008642","0.008905","0.008590","6.37K","2.44%"
"Aug 30, 2018","0.008642","0.008728","0.008749","0.008549","6.92K","-0.98%"
"Aug 29, 2018","0.008728","0.008925","0.008972","0.008695","7.54K","-2.37%"
"Aug 28, 2018","0.008940","0.008790","0.008977","0.008650","10.35K","1.81%"
"Aug 27, 2018","0.008781","0.008500","0.008906","0.008480","8.65K","3.31%"
"Aug 26, 2018","0.008500","0.008581","0.008609","0.008480","2.79K","-0.95%"
"Aug 25, 2018","0.008581","0.008665","0.008667","0.008560","2.13K","-0.99%"
"Aug 24, 2018","0.008667","0.008775","0.008820","0.008566","10.80K","-1.23%"
"Aug 23, 2018","0.008775","0.008675","0.008880","0.008577","8.37K","1.15%"
"Aug 22, 2018","0.008675","0.008700","0.008813","0.008530","24.23K","-0.29%"
"Aug 21, 2018","0.008700","0.008535","0.008771","0.008525","6.80K","1.99%"
"Aug 20, 2018","0.008530","0.008910","0.008985","0.008494","24.27K","-4.26%"
"Aug 19, 2018","0.008910","0.008922","0.009140","0.008847","6.54K","-0.13%"
"Aug 18, 2018","0.008922","0.009389","0.009430","0.008740","10.36K","-4.97%"
"Aug 17, 2018","0.009389","0.008771","0.009430","0.008735","14.61K","7.06%"
"Aug 16, 2018","0.008770","0.008663","0.008919","0.008660","7.52K","1.27%"
"Aug 15, 2018","0.008660","0.008794","0.009009","0.008612","27.02K","-1.52%"
