,CROSS,W14,RSI,MDI,PDI,NATR,AROON,ACTION
960,0.0,-72.63397947548455,40.18645016458135,25.351112607988423,18.20284068314837,4.5980459679792025,-14.285714285714286,0.0
961,0.0,-82.78221208665903,38.41228017369094,26.905350361679904,17.48520163669859,4.508358456230119,-14.285714285714286,0.0
962,0.0,-76.62485746864309,40.13910091437191,25.945900266006426,16.861675900825105,4.303828274824882,-14.285714285714286,0.0
963,0.0,-72.74800456100333,41.25593072777975,25.26597397518354,17.012616883347224,4.081869667557176,-14.285714285714286,0.0
964,0.0,-75.64424173318125,40.64583318381717,24.689984941195174,16.834675715263977,3.8943900140035113,-14.285714285714286,0.0
965,0.0,-76.28278221208662,40.50361808721117,25.010016987119936,16.515284567995213,3.6894376932566524,-14.285714285714286,0.0
966,0.0,-73.76558603491254,40.599542105034246,25.703078515679167,16.057256710937985,3.5222844491165946,-14.285714285714286,0.0
967,0.0,-77.9487179487179,39.50214908238895,25.176712816440862,15.728424927175347,3.3595878387168256,-7.142857142857143,0.0
968,0.0,-78.24742268041231,39.28179678520395,25.965336572095794,15.42220296791168,3.1853315685284773,0.0,0.0
969,0.0,-77.52078062883997,40.55577906945462,24.942554087899705,17.624063878211484,3.066127669553659,21.42857142857143,0.0
970,0.0,-74.30430068666438,41.447827128635474,24.652501682754675,17.41911685882084,2.8724607418447565,7.142857142857143,0.0
971,0.0,-70.74933434766083,43.46008892603328,24.118278716238066,18.71691019632749,2.7094713483332384,7.142857142857143,0.0
972,0.0,-85.68920105355572,39.03725529648802,26.570257236043197,17.254878485434304,2.781887398649104,0.0,0.0
973,0.0,-72.07615593834993,40.61023470253865,25.918926689502143,16.83190066724548,2.6357785719808966,-92.85714285714286,0.0
974,0.0,-63.25237592397105,41.06201829756053,25.649740294252112,16.189308513359222,2.5413953016168014,-85.71428571428572,0.0
975,0.0,-65.99788806758227,40.84452257908586,25.330434298166303,15.987772621709006,2.3916067166986297,-57.142857142857146,0.0
976,0.0,-37.38120380147837,44.16425703076668,24.171339124880877,18.94642963646282,2.3072238773328397,-57.142857142857146,0.0
977,0.0,-47.94086589229177,43.200836427463514,23.755941148265816,18.620824650557637,2.1868358722475967,-57.142857142857146,0.0
978,1.0,-31.326644370122555,56.91561685336827,18.95512570468032,33.32143131368392,2.4395302469332543,42.85714285714286,0.0
979,1.0,-36.714975845410535,55.374725923770704,17.976199737796776,31.600566209706393,2.399271933789812,42.85714285714286,0.0
980,1.0,-2.6436031331594214,64.50918902168361,15.662062734419447,37.2325488023614,2.460383476442171,57.142857142857146,0.0
981,1.0,-22.824716267339312,59.06697800755323,14.483520326423546,35.35331831433703,2.5102200827777645,64.28571428571429,0.0
982,1.0,-37.01134930643135,54.87363005115462,16.643479613053113,33.28949670222077,2.5093211770025343,64.28571428571429,0.0
983,1.0,-37.32660781841105,54.780558965942674,17.287061870207438,31.928486767804475,2.4301474580264966,64.28571428571429,0.0
984,1.0,-28.18411097099621,57.05535660524668,16.450247905500117,32.28986657064867,2.350607571784123,64.28571428571429,0.0
985,1.0,-32.28247162673408,55.70258959733301,15.81775121509534,31.04835131465556,2.2789241763877923,64.28571428571429,0.0
986,1.0,-32.63691041468834,55.62611016752113,15.345510627834653,30.121399596998224,2.1817283729588457,64.28571428571429,0.0
987,1.0,-49.351060462171525,50.0446540701829,18.724037491143992,28.165832563811072,2.201768938577877,50.0,0.0
988,0.0,-58.90071799950479,42.8532002644589,34.583516734937014,21.949386928029234,2.6914874935139483,-50.0,0.0
989,0.0,-49.39341421143838,46.71480334135872,31.521725180794373,20.006136100476542,2.7091374863590927,-50.0,0.0
990,0.0,-68.48229759841537,40.75939812877743,29.72966864078544,18.514843675833806,2.7852662062837865,-50.0,0.0
991,0.0,-67.96236692250548,40.980099415658565,31.560414009943443,17.310225696599268,2.7644440990478936,-50.0,0.0
992,0.0,-60.0148551621689,44.39049571233614,29.420523939732263,18.971335289657137,2.7257329867442266,-50.0,0.0
993,0.0,-67.68488745980711,37.523572391370806,38.85871732858907,15.451439754699317,3.20326466808326,-85.71428571428572,0.0
994,0.0,-91.92607003891052,30.273701612038145,34.71958901164939,13.36399457504212,3.5982692283846864,-92.85714285714286,0.0
995,0.0,-77.4160732451678,33.978765082904786,33.39295874953257,12.022541111909806,3.6682605749212858,-100.0,0.0
996,0.0,-91.42496847414883,30.6181505136233,31.00518385419998,11.162865212555003,3.7574358385859936,-92.85714285714286,0.0
997,0.0,-93.22568671121002,27.781360078885097,34.822223086445504,10.267734504003103,3.8834095048756767,-92.85714285714286,0.0
998,0.0,-75.0237416904083,36.69723927236785,32.03762683826254,10.824501388750932,3.792169295753055,-92.85714285714286,0.0
999,0.0,-77.85222052067384,35.7077665519274,30.506954804014246,9.786306099017265,3.9214029216326605,-100.0,0.0
1000,0.0,-85.39435248296013,33.69650219987487,28.96975011217902,9.293187210298635,3.888991924758022,-92.85714285714286,0.0
1001,0.0,-78.8816058992216,34.97572500562367,30.389573785232844,8.448063059711235,3.9542448216050845,-100.0,0.0
1002,0.0,-77.30694773069469,35.2204451423534,28.20492470342485,7.840747756874625,3.9529065569690034,-92.85714285714286,0.0
1003,0.0,-97.83885858161983,28.86415072895093,28.981702809384068,7.118892278555135,4.234436304997658,-100.0,0.0
1004,0.0,-82.3285277413717,35.22625360424848,27.244232044754398,6.621184192046603,4.12861017105874,-100.0,0.0
1005,0.0,-82.02271734381826,35.35852037781687,25.644280228650118,8.10062651760995,4.070871551155803,-85.71428571428572,0.0
1006,0.0,-83.0401125967628,34.811713719460975,24.94823340984294,7.880756228108581,3.899398237882183,-85.71428571428572,0.0
1007,0.0,-82.55223037831733,34.21342576988984,25.08591406942353,7.479750180300658,3.829314244524874,-78.57142857142857,0.0
1008,0.0,-83.98835516739436,33.17259601635207,24.46565276652166,7.294809755990244,3.6692906295020387,-71.42857142857143,0.0
1009,0.0,-98.53571428571419,30.118180302102402,26.988450239670026,6.944369742262721,3.6515337366379685,-100.0,0.0
1010,0.0,-87.82542113323129,24.579990769604578,35.16130061653035,6.0979143824514495,4.0473953176805955,-100.0,0.0
1011,0.0,-40.53242594075258,38.3806493233331,34.672232820745094,4.911838222037812,4.424742199926011,-85.71428571428572,0.0
1012,0.0,-59.10728582866301,33.99085005554882,29.12875787264941,8.198190650919432,5.062023588820057,-85.71428571428572,0.0
